toi,a,g,s,h,ppg,ppa,PIM,fow,fot,TA,GA,SHG,SHA,blocked,pminus,ETOI,STOI,PPTOI,season,type,date_time_GMT,away_goals,home_goals,venue,pts,pp pts,c_w_pts,c_wo_pts,pts y/n,total games,total pts,ppg,games l_21,games l_7,pts l_7,pts l_3,pp pts l_7,pp pts l_3,pts y/n l_7,pts y/n l_3,ppg l_7,ppg l_3
1001,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,803,0,198,20112012,R,2011-12-16T01:30:00Z,1,0,MTS Centre,1,0,0,1,1,30,22,0.724137931,8,2,4,2,1,1,4,2,0.571428571,0.666666667
1354,0,0,7,3,0,0,0,1,2,0,1,0,0,0,0,1080,0,274,20112012,R,2011-12-18T02:00:00Z,1,2,Pepsi Center,0,0,1,0,0,31,22,0.733333333,8,2,4,2,1,1,4,2,0.571428571,0.666666667
905,0,1,7,3,0,0,0,0,0,0,0,0,0,0,1,795,0,110,20112012,R,2011-12-21T00:00:00Z,1,4,Verizon Center,1,0,0,1,1,32,23,0.709677419,8,2,4,1,1,0,4,1,0.571428571,0.333333333
1415,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1194,2,219,20112012,R,2011-12-24T00:00:00Z,3,4,Prudential Center,1,0,1,0,1,33,24,0.71875,8,2,4,2,1,0,4,2,0.571428571,0.666666667
1322,0,1,5,5,1,0,2,0,0,0,4,0,0,1,0,923,26,373,20112012,R,2011-12-27T00:00:00Z,2,4,First Niagara Center,1,1,2,0,1,34,25,0.727272727,7,2,5,2,1,0,5,2,0.714285714,0.666666667
1100,2,0,2,4,0,0,0,1,1,0,1,0,0,0,1,934,0,166,20112012,R,2011-12-29T00:30:00Z,1,4,Verizon Center,2,0,3,0,1,35,27,0.735294118,7,2,5,3,2,1,5,3,0.714285714,1
1199,0,2,4,4,1,0,0,0,0,0,0,0,0,0,2,1011,0,188,20112012,R,2011-12-31T00:00:00Z,1,3,Verizon Center,2,1,4,0,1,36,29,0.771428571,7,2,6,4,1,1,5,3,0.857142857,1.333333333
1073,0,2,6,1,1,0,2,0,1,0,1,0,0,0,1,1001,0,72,20112012,R,2012-01-01T00:00:00Z,4,2,Nationwide Arena,2,1,5,0,1,37,31,0.805555556,8,3,8,5,2,2,6,3,1.142857143,1.666666667
1262,1,1,3,0,1,1,0,0,0,1,1,0,0,1,0,1136,0,126,20112012,R,2012-01-04T00:00:00Z,1,3,Verizon Center,2,2,6,0,1,38,33,0.837837838,8,3,9,6,3,2,6,3,1.285714286,2
1260,0,0,3,2,0,0,2,0,0,0,1,0,0,2,-3,1234,0,26,20112012,R,2012-01-08T03:30:00Z,2,5,HP Pavilion at San Jose,0,0,7,0,0,39,33,0.868421053,7,1,11,6,5,4,7,3,1.571428571,2
1347,0,0,3,5,0,0,0,0,0,0,1,0,0,0,-1,1171,0,176,20112012,R,2012-01-10T03:30:00Z,2,5,Staples Center,0,0,0,1,0,40,33,0.846153846,8,2,10,4,5,3,6,2,1.428571429,1.333333333
1228,0,0,4,3,0,0,0,0,1,1,0,0,0,2,0,1041,0,187,20112012,R,2012-01-12T00:30:00Z,0,1,Verizon Center,0,0,0,2,0,41,33,0.825,8,2,9,2,5,2,5,1,1.285714286,0.666666667
1044,0,1,4,1,1,0,0,0,0,0,0,0,0,1,0,745,1,298,20112012,R,2012-01-14T00:00:00Z,3,4,Verizon Center,1,1,0,3,1,42,34,0.804878049,8,3,8,0,4,0,4,0,1.142857143,0
1150,1,0,2,5,0,0,0,1,1,0,0,0,0,0,1,1030,8,112,20112012,R,2012-01-15T22:00:00Z,1,2,Verizon Center,1,0,1,0,1,43,35,0.80952381,9,3,7,1,5,1,4,1,1,0.333333333
1326,0,0,4,0,0,0,2,0,0,2,1,0,0,0,0,1029,0,297,20112012,R,2012-01-18T00:00:00Z,3,0,Verizon Center,0,0,2,0,0,44,35,0.813953488,9,3,6,2,4,1,4,2,0.857142857,0.666666667
1108,0,1,1,3,1,0,2,0,0,2,0,0,0,0,1,845,0,263,20112012,R,2012-01-19T00:30:00Z,3,0,Centre Bell,1,1,0,1,1,45,36,0.795454545,9,3,4,2,3,1,3,2,0.571428571,0.666666667
1477,0,0,2,0,0,0,0,0,0,2,1,0,0,1,-1,1276,0,201,20112012,R,2012-01-21T00:00:00Z,0,3,RBC Center,0,0,1,0,0,46,36,0.8,9,3,3,2,2,1,3,2,0.428571429,0.666666667
1235,2,1,2,2,0,0,0,0,0,0,2,0,0,0,3,930,0,305,20112012,R,2012-01-22T17:30:00Z,3,4,CONSOL Energy Center,3,0,0,1,1,47,39,0.782608696,9,3,3,1,2,1,3,1,0.428571429,0.333333333
1197,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,969,0,228,20112012,R,2012-02-04T19:00:00Z,3,0,Centre Bell,0,0,1,0,0,48,39,0.829787234,5,0,6,4,2,1,4,2,0.857142857,1.333333333
1369,0,0,7,7,0,0,0,0,1,1,1,0,0,0,-2,1249,0,120,20112012,R,2012-02-05T17:30:00Z,4,1,Verizon Center,0,0,0,1,0,49,39,0.8125,5,1,6,3,2,0,4,1,0.857142857,1
1215,0,2,5,1,1,0,0,0,0,0,0,0,0,0,1,1181,0,34,20112012,R,2012-02-08T00:00:00Z,0,4,Verizon Center,2,1,0,2,1,50,41,0.795918367,5,2,5,3,1,0,3,1,0.714285714,1
1216,1,1,5,2,1,1,0,0,0,0,1,0,0,3,0,987,9,220,20112012,R,2012-02-10T00:00:00Z,3,2,Verizon Center,2,2,1,0,1,51,43,0.82,5,3,6,2,2,1,3,1,0.857142857,0.666666667
1352,1,0,5,1,0,0,0,0,0,0,0,0,0,0,-1,1116,0,236,20112012,R,2012-02-12T17:30:00Z,2,3,Madison Square Garden,1,0,2,0,1,52,44,0.843137255,4,2,8,4,4,3,4,2,1.142857143,1.333333333
1605,0,0,6,4,0,0,0,2,2,3,1,0,0,1,0,1160,0,445,20112012,R,2012-02-14T00:30:00Z,5,3,Verizon Center,0,0,3,0,0,53,44,0.846153846,5,3,8,5,3,3,4,3,1.142857143,1.666666667
1214,0,1,6,3,1,0,0,0,0,0,0,0,0,0,-1,753,4,457,20112012,R,2012-02-18T00:30:00Z,2,1,BankAtlantic Center,1,1,0,1,1,54,45,0.830188679,6,2,8,3,3,2,4,2,1.142857143,1
1364,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,1172,8,184,20112012,R,2012-02-19T00:00:00Z,1,2,Tampa Bay Times Forum,0,0,1,0,0,55,45,0.833333333,7,2,6,2,4,1,4,2,0.857142857,0.666666667
943,0,0,1,3,0,0,0,0,0,0,0,0,0,0,-2,755,0,188,20112012,R,2012-02-21T00:30:00Z,0,5,RBC Center,0,0,0,1,0,56,45,0.818181818,8,2,6,1,4,1,4,1,0.857142857,0.333333333
1063,0,1,3,2,0,0,0,0,0,0,2,0,0,1,0,709,0,354,20112012,R,2012-02-25T00:00:00Z,1,4,Verizon Center,1,0,0,2,1,57,46,0.803571429,8,2,6,1,4,1,4,1,0.857142857,0.333333333
1024,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,949,0,75,20112012,R,2012-02-26T00:00:00Z,4,2,Air Canada Centre,2,0,1,0,1,58,48,0.807017544,8,2,5,1,3,0,4,1,0.714285714,0.333333333
1280,0,1,4,3,0,0,0,0,0,0,2,0,0,2,2,959,0,321,20112012,R,2012-02-29T00:00:00Z,2,3,Verizon Center,1,0,2,0,1,59,49,0.827586207,8,2,5,3,1,0,4,2,0.714285714,1
1161,0,0,1,7,0,0,0,0,0,1,0,0,0,0,-1,1029,0,132,20112012,R,2012-03-03T00:00:00Z,5,0,Verizon Center,0,0,3,0,0,60,49,0.830508475,8,2,5,4,1,0,4,3,0.714285714,1.333333333
1009,0,0,7,6,0,0,0,0,0,0,1,0,0,1,-1,1009,0,0,20112012,R,2012-03-05T00:00:00Z,1,0,Verizon Center,0,0,0,1,0,61,49,0.816666667,8,2,5,3,1,0,4,2,0.714285714,1
1204,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1144,0,60,20112012,R,2012-03-07T00:00:00Z,4,3,Verizon Center,0,0,0,2,0,62,49,0.803278689,8,2,4,1,0,0,3,1,0.571428571,0.333333333
1322,0,1,5,6,0,0,0,0,0,1,1,0,0,1,2,1169,0,153,20112012,R,2012-03-09T00:00:00Z,2,3,Verizon Center,1,0,0,3,1,63,50,0.790322581,9,3,4,0,0,0,3,0,0.571428571,0
1133,1,0,4,2,0,1,0,0,0,0,0,0,0,0,-1,783,0,350,20112012,R,2012-03-10T18:00:00Z,4,3,TD Garden,1,1,1,0,1,64,51,0.793650794,9,3,5,1,0,0,4,1,0.714285714,0.333333333
1064,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,962,0,102,20112012,R,2012-03-11T21:00:00Z,0,2,Verizon Center,0,0,2,0,0,65,51,0.796875,9,4,5,2,1,1,4,2,0.714285714,0.666666667
1052,0,2,5,1,0,0,2,0,0,0,0,0,0,2,1,1052,0,0,20112012,R,2012-03-13T23:00:00Z,5,4,Nassau Coliseum,2,0,0,1,1,66,53,0.784615385,9,4,3,2,1,1,3,2,0.428571429,0.666666667
1157,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,892,0,265,20112012,R,2012-03-17T00:30:00Z,2,3,MTS Centre,0,0,1,0,0,67,53,0.803030303,9,2,4,3,1,1,3,2,0.571428571,1
1235,0,1,2,4,0,0,0,0,0,0,0,0,0,1,-2,1115,0,120,20112012,R,2012-03-18T23:00:00Z,2,5,United Center,1,0,0,1,1,68,54,0.791044776,9,2,4,2,1,0,3,1,0.571428571,0.666666667
1019,0,2,5,3,2,0,0,0,0,1,0,0,0,0,-1,753,0,266,20112012,R,2012-03-19T23:30:00Z,5,3,Joe Louis Arena,2,2,1,0,1,69,56,0.794117647,10,3,5,3,1,0,4,2,0.714285714,1
1338,0,1,6,5,0,0,0,0,0,0,1,0,0,0,1,1118,0,220,20112012,R,2012-03-22T23:00:00Z,1,2,Wells Fargo Center,1,0,2,0,1,70,57,0.811594203,10,3,7,3,3,2,5,2,1,1
1131,0,2,6,0,0,0,0,0,0,0,1,0,0,1,0,917,0,214,20112012,R,2012-03-23T23:00:00Z,4,3,Verizon Center,2,0,3,0,1,71,59,0.814285714,11,4,7,4,3,2,5,3,1,1.333333333
1579,1,1,5,2,0,1,0,0,0,2,3,0,0,2,1,1293,8,278,20112012,R,2012-03-25T21:00:00Z,0,3,Verizon Center,2,1,4,0,1,72,61,0.830985915,11,3,8,5,2,2,5,3,1.142857143,1.666666667
1507,0,0,4,4,0,0,0,1,1,0,3,0,0,1,-1,1119,0,388,20112012,R,2012-03-27T23:00:00Z,5,1,Verizon Center,0,0,5,0,0,73,61,0.847222222,11,3,10,5,3,1,6,3,1.428571429,1.666666667
1412,2,0,5,2,0,0,0,0,1,1,2,0,0,1,2,1295,0,117,20112012,R,2012-03-29T23:00:00Z,3,2,TD Garden,2,0,0,1,1,74,63,0.835616438,11,3,8,4,3,1,5,2,1.142857143,1.333333333
1316,0,0,4,2,0,0,0,0,0,2,0,0,0,1,-1,841,0,475,20112012,R,2012-03-31T23:00:00Z,2,3,Verizon Center,0,0,1,0,0,75,63,0.851351351,10,3,10,4,3,1,6,2,1.428571429,1.333333333
1332,0,0,6,4,0,0,0,0,0,0,0,0,0,1,-2,1094,0,238,20112012,R,2012-04-02T23:00:00Z,2,4,Tampa Bay Times Forum,0,0,0,1,0,76,63,0.84,10,3,9,2,3,0,5,1,1.285714286,0.666666667
1032,0,1,2,2,0,0,0,0,0,0,1,0,0,1,1,915,9,108,20112012,R,2012-04-05T23:00:00Z,2,4,Verizon Center,1,0,0,2,1,77,64,0.828947368,10,2,7,2,1,0,4,1,1,0.666666667
981,0,1,2,2,0,0,0,0,0,0,2,0,0,0,1,794,0,187,20112012,R,2012-04-07T22:30:00Z,4,1,Madison Square Garden,1,0,1,0,1,78,65,0.831168831,10,2,7,1,1,0,4,1,1,0.333333333
1054,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,894,0,160,20112012,P,2012-04-12T23:30:00Z,0,1,TD Garden,0,0,2,0,0,79,65,0.833333333,8,1,6,2,1,0,4,2,0.857142857,0.666666667
1681,1,0,3,5,0,0,0,0,0,0,2,0,0,1,1,1410,0,271,20112012,P,2012-04-14T19:00:00Z,2,1,TD Garden,1,0,0,1,1,80,66,0.82278481,8,1,4,2,0,0,3,2,0.571428571,0.666666667
1229,1,1,6,5,0,1,0,0,0,0,1,0,0,0,0,1023,0,206,20112012,P,2012-04-16T23:30:00Z,4,3,Verizon Center,2,1,1,0,1,81,68,0.825,8,2,5,2,0,0,4,2,0.714285714,0.666666667
1021,1,0,4,4,0,1,0,0,0,0,1,0,0,3,0,775,0,246,20112012,P,2012-04-19T23:30:00Z,1,2,Verizon Center,1,1,2,0,1,82,69,0.839506173,7,2,5,3,1,1,4,2,0.714285714,1
934,0,0,5,5,0,0,0,0,0,0,0,0,0,0,-1,767,0,167,20112012,P,2012-04-21T19:00:00Z,4,3,TD Garden,0,0,3,0,0,83,69,0.841463415,7,2,6,4,2,2,5,3,0.857142857,1.333333333
1354,0,1,7,2,0,0,4,0,0,1,0,0,0,0,0,895,0,459,20112012,P,2012-04-22T19:00:00Z,4,3,Verizon Center,1,0,0,1,1,84,70,0.831325301,8,3,6,3,2,2,5,2,0.857142857,1
985,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,915,0,70,20112012,P,2012-04-25T23:30:00Z,2,1,TD Garden,0,0,1,0,0,85,70,0.833333333,8,3,6,2,2,1,5,2,0.857142857,0.666666667
1263,0,0,1,3,0,0,2,0,0,0,0,0,0,1,-1,999,0,264,20112012,P,2012-04-28T19:00:00Z,1,3,Madison Square Garden,0,0,0,1,0,86,70,0.823529412,7,2,5,1,2,0,4,1,0.714285714,0.333333333
816,0,1,7,2,1,0,0,0,0,0,0,0,0,1,0,636,0,180,20112012,P,2012-04-30T23:30:00Z,3,2,Madison Square Garden,1,1,0,2,1,87,71,0.813953488,8,2,5,1,2,0,4,1,0.714285714,0.333333333
2114,0,0,5,9,0,0,0,1,1,0,2,0,0,1,0,1799,0,315,20112012,P,2012-05-02T23:30:00Z,2,1,Verizon Center,0,0,1,0,0,88,71,0.816091954,9,2,5,1,3,1,4,1,0.714285714,0.333333333
909,0,1,4,1,0,0,2,0,0,0,1,0,0,1,-1,814,0,95,20112012,P,2012-05-05T16:30:00Z,2,3,Verizon Center,1,0,0,1,1,89,72,0.806818182,8,2,3,1,2,1,3,1,0.428571429,0.333333333
1148,1,0,0,3,0,0,0,0,0,0,1,0,0,2,1,836,0,312,20112012,P,2012-05-07T23:30:00Z,2,3,Madison Square Garden,1,0,1,0,1,90,73,0.808988764,8,2,3,2,1,1,3,2,0.428571429,0.666666667
914,0,1,3,5,1,0,0,0,0,0,0,0,0,3,0,749,1,164,20112012,P,2012-05-09T23:30:00Z,1,2,Verizon Center,1,1,2,0,1,91,74,0.811111111,9,2,4,2,1,0,4,2,0.571428571,0.666666667
1254,0,0,2,4,0,0,0,0,0,1,0,0,0,1,-1,1156,0,98,20112012,P,2012-05-12T23:30:00Z,1,2,Madison Square Garden,0,0,3,0,0,92,74,0.813186813,8,2,4,3,2,1,4,3,0.571428571,1
1415,0,0,4,2,0,0,2,0,0,1,0,0,0,0,0,918,69,428,20122013,R,2013-01-20T00:00:00Z,3,6,Tampa Bay Times Forum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1439,1,0,4,4,0,0,0,0,0,0,1,0,0,0,0,1028,104,307,20122013,R,2013-01-23T00:00:00Z,4,2,Verizon Center,1,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0
1346,0,0,3,1,0,0,2,0,0,0,1,0,0,0,-1,861,9,476,20122013,R,2013-01-25T00:00:00Z,4,1,Verizon Center,0,0,1,0,0,3,1,0.5,2,2,1,1,0,0,1,1,0.142857143,0.333333333
1349,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,721,0,628,20122013,R,2013-01-26T00:00:00Z,2,3,Prudential Center,0,0,0,1,0,4,1,0.333333333,3,3,1,1,0,0,1,1,0.142857143,0.333333333
1109,0,1,5,3,1,0,0,0,0,1,0,0,0,0,-1,939,0,170,20122013,R,2013-01-27T20:00:00Z,2,3,Verizon Center,1,1,0,2,1,5,2,0.25,4,3,1,1,0,0,1,1,0.142857143,0.333333333
1191,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,953,0,238,20122013,R,2013-01-30T00:30:00Z,2,3,Scotiabank Place,0,0,1,0,0,6,2,0.4,5,3,2,1,1,1,2,1,0.285714286,0.333333333
1179,0,1,2,2,1,0,0,0,0,1,2,0,0,0,-1,1023,0,156,20122013,R,2013-02-01T00:00:00Z,2,3,Air Canada Centre,1,1,0,1,1,7,3,0.333333333,6,3,2,1,1,1,2,1,0.285714286,0.333333333
1336,0,0,7,1,0,0,2,0,0,2,0,0,0,1,0,899,0,437,20122013,R,2013-02-02T00:00:00Z,2,3,Verizon Center,0,0,1,0,0,8,3,0.428571429,7,3,3,2,2,2,3,2,0.428571429,0.666666667
1314,1,0,5,3,0,1,2,0,0,1,2,0,0,0,1,951,0,363,20122013,R,2013-02-03T17:30:00Z,6,3,Verizon Center,1,1,0,1,1,9,4,0.375,8,3,3,1,2,1,3,1,0.428571429,0.333333333
1364,1,0,4,0,0,1,0,0,0,0,0,0,0,1,-2,1206,0,158,20122013,R,2013-02-06T00:00:00Z,3,2,Verizon Center,1,1,1,0,1,10,5,0.444444444,9,3,3,2,3,2,3,2,0.428571429,0.666666667
1176,1,1,6,3,1,0,2,0,0,0,0,0,0,1,-1,950,0,226,20122013,R,2013-02-08T00:00:00Z,2,5,CONSOL Energy Center,2,1,2,0,1,11,7,0.5,10,3,4,2,4,2,4,2,0.571428571,0.666666667
1229,0,1,5,1,0,0,0,0,0,1,0,0,0,1,1,1060,0,169,20122013,R,2013-02-10T00:00:00Z,0,5,Verizon Center,1,0,3,0,1,12,8,0.636363636,10,2,6,4,5,3,5,3,0.857142857,1.333333333
1013,1,1,3,1,1,0,2,0,0,0,0,0,0,1,-1,896,0,117,20122013,R,2013-02-13T00:30:00Z,6,5,BB&T Center,2,1,4,0,1,13,10,0.666666667,10,2,6,4,4,2,5,3,0.857142857,1.333333333
1170,0,0,5,1,0,0,0,0,0,1,0,0,0,0,-2,1112,0,58,20122013,R,2013-02-15T00:30:00Z,4,3,Tampa Bay Times Forum,0,0,5,0,0,14,10,0.769230769,10,2,8,5,5,2,6,3,1.142857143,1.666666667
1276,0,0,7,2,0,0,0,0,0,1,0,0,0,0,1,858,0,418,20122013,R,2013-02-17T23:00:00Z,1,2,Madison Square Garden,0,0,0,1,0,15,10,0.714285714,9,2,7,3,4,1,5,2,1,1
1359,0,0,4,4,0,0,2,0,0,2,0,0,0,0,-2,943,0,416,20122013,R,2013-02-22T00:00:00Z,3,2,Verizon Center,0,0,0,2,0,16,10,0.666666667,8,1,7,2,4,1,5,1,1,0.666666667
1000,1,3,7,5,1,1,0,0,0,1,2,0,0,1,2,715,0,285,20122013,R,2013-02-23T17:00:00Z,1,5,Verizon Center,4,2,0,3,1,17,14,0.625,8,2,6,0,3,0,4,0,0.857142857,0
1072,1,0,0,4,0,1,0,0,0,3,0,0,0,0,0,845,0,227,20122013,R,2013-02-27T00:00:00Z,0,3,Verizon Center,1,1,1,0,1,18,15,0.823529412,7,2,9,4,4,2,4,1,1.285714286,1.333333333
1282,0,0,6,2,0,0,2,0,0,0,0,0,0,0,-1,1051,0,231,20122013,R,2013-02-28T00:30:00Z,1,4,Wells Fargo Center,0,0,2,0,0,19,15,0.833333333,8,3,8,5,4,3,4,2,1.142857143,1.666666667
1165,1,0,4,2,0,0,0,0,0,0,0,0,0,0,2,913,0,252,20122013,R,2013-03-02T20:00:00Z,3,0,MTS Centre,1,0,0,1,1,20,16,0.789473684,8,2,7,5,4,3,3,2,1,1.666666667
1399,1,0,4,3,0,0,4,0,0,3,0,0,0,2,1,995,0,404,20122013,R,2013-03-06T00:00:00Z,3,4,Verizon Center,1,0,1,0,1,21,17,0.8,7,2,6,2,3,1,3,2,0.857142857,0.666666667
1052,2,1,4,1,1,0,0,0,0,1,1,0,0,1,3,800,0,252,20122013,R,2013-03-08T00:00:00Z,1,7,Verizon Center,3,1,2,0,1,22,20,0.80952381,7,2,7,2,3,0,4,2,1,0.666666667
1130,0,0,4,1,0,0,0,0,0,1,2,0,0,0,-2,902,0,228,20122013,R,2013-03-09T18:00:00Z,2,5,Nassau Coliseum,0,0,3,0,0,23,20,0.909090909,8,2,10,5,4,1,5,3,1.428571429,1.666666667
1346,0,0,4,2,0,0,2,0,0,0,0,0,0,0,-3,1041,0,305,20122013,R,2013-03-10T16:30:00Z,4,1,Verizon Center,0,0,0,1,0,24,20,0.869565217,8,3,10,4,4,1,5,2,1.428571429,1.333333333
1347,0,0,0,5,0,0,0,0,0,0,1,0,0,0,-1,1150,0,197,20122013,R,2013-03-12T23:00:00Z,4,0,Verizon Center,0,0,0,2,0,25,20,0.833333333,9,4,6,3,2,1,4,1,0.857142857,1
1275,1,1,6,3,1,0,0,0,0,1,0,0,0,1,1,1012,0,263,20122013,R,2013-03-14T23:00:00Z,3,2,PNC Arena,2,1,0,3,1,26,22,0.8,10,4,5,0,1,0,3,0,0.714285714,0
1231,0,0,4,3,0,0,0,0,0,0,1,0,0,1,-1,944,0,287,20122013,R,2013-03-16T17:00:00Z,1,4,TD Garden,0,0,1,0,0,27,22,0.846153846,9,3,7,2,2,1,4,1,1,0.666666667
1211,0,1,5,3,0,0,2,0,0,0,0,0,0,0,0,835,0,376,20122013,R,2013-03-17T23:00:00Z,3,5,Verizon Center,1,0,0,1,1,28,23,0.814814815,10,3,6,2,2,1,3,1,0.857142857,0.666666667
1533,0,1,4,2,1,0,0,0,0,0,0,0,0,1,0,1019,0,514,20122013,R,2013-03-19T23:30:00Z,1,2,CONSOL Energy Center,1,1,1,0,1,29,24,0.821428571,11,3,6,3,2,1,3,2,0.857142857,1
1103,2,1,5,3,1,0,0,0,0,0,0,0,0,0,2,971,0,132,20122013,R,2013-03-22T00:00:00Z,4,0,MTS Centre,3,1,2,0,1,30,27,0.827586207,10,3,4,2,2,1,3,2,0.571428571,0.666666667
1060,0,2,6,3,1,0,0,0,0,1,1,0,0,1,0,755,6,299,20122013,R,2013-03-22T23:00:00Z,6,1,MTS Centre,2,1,3,0,1,31,29,0.9,0,0,7,5,3,2,4,3,1,1.666666667
1203,1,1,5,5,0,1,0,0,0,0,1,0,0,0,1,1055,0,148,20122013,R,2013-03-24T23:00:00Z,3,2,Madison Square Garden,2,1,4,0,1,32,31,0.935483871,1,1,9,6,4,3,5,3,1.285714286,2
1415,1,0,4,3,0,0,0,0,0,0,1,0,0,1,0,1136,0,279,20122013,R,2013-03-26T23:00:00Z,3,2,Verizon Center,1,0,5,0,1,33,32,0.96875,2,2,11,7,5,3,6,3,1.571428571,2.333333333
1557,0,1,10,3,1,0,0,0,0,2,1,0,0,0,1,1304,0,253,20122013,R,2013-03-30T23:00:00Z,4,3,First Niagara Center,1,1,6,0,1,34,33,0.96969697,3,2,10,5,4,2,6,3,1.428571429,1.666666667
1419,0,1,6,2,1,0,0,0,0,0,0,0,0,0,-2,878,4,537,20122013,R,2013-03-31T22:00:00Z,4,5,Wells Fargo Center,1,1,7,0,1,35,34,0.970588235,4,2,11,4,5,2,7,3,1.571428571,1.333333333
1199,1,2,6,3,0,1,2,0,1,0,0,0,0,0,2,998,9,192,20122013,R,2013-04-02T23:00:00Z,5,3,PNC Arena,3,1,8,0,1,36,37,0.971428571,5,2,11,3,6,2,7,3,1.571428571,1
1293,0,0,2,2,0,0,0,0,0,0,2,0,0,1,1,1143,0,150,20122013,R,2013-04-04T23:00:00Z,1,2,Verizon Center,0,0,9,0,0,37,37,1.027777778,6,3,13,5,6,3,7,3,1.857142857,1.666666667
1253,1,3,4,1,2,1,0,0,0,0,1,0,0,1,1,884,0,369,20122013,R,2013-04-06T23:30:00Z,4,3,BB&T Center,4,3,0,1,1,38,41,1,7,3,10,4,5,2,6,2,1.428571429,1.333333333
1233,0,2,8,1,0,0,0,0,0,0,0,0,0,0,1,1005,0,228,20122013,R,2013-04-07T23:00:00Z,2,4,Verizon Center,2,0,1,0,1,39,43,1.078947368,8,3,12,7,7,4,6,2,1.714285714,2.333333333
1314,0,1,2,8,0,0,2,0,0,1,0,0,0,2,2,1206,0,108,20122013,R,2013-04-09T23:30:00Z,3,2,Centre Bell,1,0,2,0,1,40,44,1.102564103,9,3,12,6,6,3,6,2,1.714285714,2
1352,0,0,6,3,0,0,0,0,0,2,2,0,0,0,1,1206,0,146,20122013,R,2013-04-11T23:00:00Z,1,3,Verizon Center,0,0,3,0,0,41,44,1.1,10,3,12,7,6,3,6,3,1.714285714,2.333333333
1297,1,1,9,1,0,1,0,0,0,0,0,0,0,0,-1,884,0,413,20122013,R,2013-04-13T23:00:00Z,5,6,Verizon Center,2,1,0,1,1,42,46,1.073170732,10,3,11,3,5,0,5,2,1.571428571,1
1255,1,1,5,2,1,0,2,0,0,0,1,0,0,0,0,866,0,389,20122013,R,2013-04-16T23:00:00Z,1,5,Verizon Center,2,1,1,0,1,43,48,1.095238095,9,2,12,3,5,1,5,2,1.714285714,1
1290,0,0,4,3,0,0,0,0,0,0,1,0,0,0,-3,1060,0,230,20122013,R,2013-04-18T23:30:00Z,1,3,Scotiabank Place,0,0,2,0,0,44,48,1.11627907,10,2,11,4,5,2,5,2,1.571428571,1.333333333
1118,1,2,6,0,1,1,0,0,0,0,0,0,0,0,1,952,0,166,20122013,R,2013-04-20T23:00:00Z,5,1,Centre Bell,3,2,0,1,1,45,51,1.090909091,10,2,11,4,5,2,5,2,1.571428571,1.333333333
1042,1,1,6,4,0,0,0,0,0,0,0,0,0,0,1,933,0,109,20122013,R,2013-04-23T23:00:00Z,3,5,Verizon Center,2,0,1,0,1,46,53,1.133333333,9,2,10,5,4,3,5,2,1.428571429,1.666666667
1067,0,1,3,4,0,0,2,0,0,1,0,0,0,0,1,945,3,119,20122013,R,2013-04-25T23:00:00Z,2,1,Verizon Center,1,0,2,0,1,47,54,1.152173913,9,2,10,5,4,2,5,2,1.428571429,1.666666667
1369,2,0,3,3,0,2,2,0,0,2,0,0,0,0,0,992,0,377,20122013,R,2013-04-27T23:00:00Z,2,3,Verizon Center,2,2,3,0,1,48,56,1.14893617,9,2,10,6,4,2,5,3,1.428571429,2
1170,0,1,5,5,1,0,0,0,0,0,0,0,0,2,1,696,0,474,20122013,P,2013-05-02T23:30:00Z,1,3,Verizon Center,1,1,4,0,1,49,57,1.166666667,7,1,12,5,6,2,6,3,1.714285714,1.666666667
1222,1,0,7,7,0,1,0,0,0,1,0,0,0,0,0,1055,0,167,20122013,P,2013-05-04T16:30:00Z,0,1,Verizon Center,1,1,5,0,1,50,58,1.163265306,7,1,11,4,6,3,6,3,1.571428571,1.333333333
1327,0,0,2,1,0,0,2,0,0,0,1,0,0,0,-1,981,0,346,20122013,P,2013-05-06T23:30:00Z,3,4,Madison Square Garden,0,0,6,0,0,51,58,1.16,8,2,10,4,6,4,6,3,1.428571429,1.333333333
1416,0,0,1,1,0,0,2,0,0,0,1,0,0,1,-1,1204,0,212,20122013,P,2013-05-08T23:30:00Z,3,4,Madison Square Garden,0,0,0,1,0,52,58,1.137254902,8,3,10,2,6,2,6,2,1.428571429,0.666666667
1284,0,0,9,4,0,0,0,0,0,0,1,0,0,1,-1,1153,0,131,20122013,P,2013-05-10T23:30:00Z,1,2,Verizon Center,0,0,0,2,0,53,58,1.115384615,8,3,7,1,4,1,5,1,1,0.333333333
